customer_id,company_name,industry,company_size_segment,region,country,signup_date,churn_date,initial_plan,contract_type,account_owner,risk_profile,power_user_flag,underpriced_flag,planned_upgrade_month
CUST-0200,"Barron, Smith and Barnes",Media,SMB,North America,United States,2025-02-17,,Professional,Monthly,Jordan Lee,Low,False,False,2025-09-01
CUST-0201,James-Richmond,Media,Mid-Market,North America,Canada,2024-11-13,,Professional,Annual,Maya Patel,Low,False,False,
CUST-0202,Cooper Inc,Education,Mid-Market,North America,Canada,2025-09-19,2026-04-20,Professional,Monthly,Jordan Lee,Low,True,False,2026-04-01
CUST-0203,Long-Waters,Healthcare,Enterprise,APAC,Australia,2025-06-19,,Enterprise,Annual,Sofia Garcia,Medium,False,False,
CUST-0204,"Gutierrez, Chavez and Webster",Professional Services,SMB,North America,Canada,2024-12-12,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0205,"Johnson, King and Jones",Healthcare,SMB,APAC,Australia,2025-08-11,,Professional,Annual,Sofia Garcia,Low,False,False,
CUST-0206,Flynn Ltd,Media,Mid-Market,APAC,Australia,2025-09-09,,Enterprise,Monthly,Ethan Kim,Low,False,False,
CUST-0207,Barnett-Hopkins,Retail,Mid-Market,LATAM,Brazil,2026-02-20,,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0208,Chambers-Long,Technology,SMB,North America,United States,2025-08-03,,Starter,Annual,Jordan Lee,Low,False,False,
CUST-0209,"Beltran, Taylor and Gonzalez",Hospitality,SMB,APAC,India,2024-06-23,,Starter,Annual,Avery Chen,Medium,False,False,
CUST-0210,Patterson Ltd,Logistics,Enterprise,APAC,Singapore,2024-09-13,,Professional,Annual,Avery Chen,Low,False,False,
CUST-0211,Phillips Group,Media,SMB,North America,Canada,2024-07-14,2025-07-24,Professional,Monthly,Sofia Garcia,Medium,False,False,
CUST-0212,Ruiz Group,Financial Services,SMB,North America,United States,2024-05-20,,Starter,Monthly,Sofia Garcia,Low,False,False,
CUST-0213,Gomez-Li,Professional Services,Enterprise,Europe,France,2024-03-14,,Enterprise,Annual,Noah Williams,Low,False,False,
CUST-0214,Reyes Inc,Education,SMB,Europe,France,2025-11-24,,Starter,Annual,Jordan Lee,Low,False,False,
CUST-0215,Harrison-Miller,Professional Services,Enterprise,North America,United States,2024-08-09,,Professional,Annual,Ethan Kim,Medium,False,False,
CUST-0216,White-Malone,Education,Mid-Market,APAC,Japan,2025-01-10,,Enterprise,Annual,Jordan Lee,Medium,False,False,
CUST-0217,Wells-Bishop,Professional Services,SMB,North America,Canada,2026-03-08,,Starter,Annual,Avery Chen,Low,True,False,
CUST-0218,"Rhodes, Martinez and Johnson",Education,Enterprise,North America,United States,2025-10-05,,Enterprise,Annual,Avery Chen,Medium,False,False,
CUST-0219,Walton-Reeves,Healthcare,Enterprise,North America,United States,2025-12-26,,Enterprise,Annual,Noah Williams,Low,False,False,
CUST-0220,Gonzalez-Li,Hospitality,Mid-Market,Europe,United Kingdom,2025-10-13,,Professional,Annual,Ethan Kim,Medium,False,False,
CUST-0221,Bray-Pierce,Manufacturing,SMB,North America,Canada,2025-06-17,,Starter,Annual,Sofia Garcia,Low,False,False,
CUST-0222,Rodriguez-Lozano,Professional Services,Enterprise,North America,Canada,2026-04-06,,Enterprise,Annual,Noah Williams,Medium,True,True,
CUST-0223,Nguyen-Gardner,Professional Services,Enterprise,North America,United States,2025-04-04,,Enterprise,Annual,Sofia Garcia,Medium,False,False,
CUST-0224,Harris and Sons,Manufacturing,SMB,North America,United States,2024-12-23,,Starter,Monthly,Maya Patel,Low,False,False,
CUST-0225,Taylor Inc,Education,Mid-Market,Europe,Germany,2024-09-18,,Enterprise,Annual,Ethan Kim,Low,False,False,
CUST-0226,Walker-White,Healthcare,SMB,North America,Canada,2024-05-26,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0227,Pierce Group,Media,Enterprise,APAC,India,2025-01-20,,Enterprise,Annual,Avery Chen,Medium,False,False,
CUST-0228,Castro-Sims,Logistics,Enterprise,North America,United States,2024-06-16,,Enterprise,Monthly,Avery Chen,Low,False,False,
CUST-0229,"Miller, Douglas and Campbell",Technology,SMB,Europe,Netherlands,2025-05-04,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0230,Williams-Williams,Hospitality,Enterprise,North America,Canada,2024-05-31,,Enterprise,Annual,Avery Chen,Low,True,False,
CUST-0231,Manning-Nolan,Hospitality,SMB,Europe,Germany,2025-04-13,,Starter,Monthly,Avery Chen,Medium,False,False,
CUST-0232,Vargas Group,Logistics,SMB,Europe,France,2025-02-05,,Starter,Annual,Ethan Kim,Low,False,False,2026-01-01
CUST-0233,Christensen PLC,Education,Enterprise,North America,Canada,2025-05-29,,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0234,"Lopez, Snyder and Kramer",Media,SMB,Europe,France,2025-07-03,,Starter,Annual,Jordan Lee,Low,True,False,
CUST-0235,Robinson LLC,Education,SMB,North America,Canada,2024-04-29,,Starter,Annual,Sofia Garcia,Medium,False,False,
CUST-0236,Johnson PLC,Manufacturing,SMB,North America,United States,2025-12-04,,Starter,Monthly,Maya Patel,Medium,False,False,
CUST-0237,"Rose, Bryant and Martinez",Professional Services,Mid-Market,Europe,Germany,2026-02-06,,Professional,Monthly,Sofia Garcia,Low,False,False,
CUST-0238,Pruitt Ltd,Logistics,Mid-Market,North America,United States,2025-11-20,,Starter,Annual,Sofia Garcia,Medium,False,False,
CUST-0239,Reed PLC,Retail,SMB,North America,United States,2025-01-03,,Starter,Monthly,Jordan Lee,Low,True,False,2025-12-01
CUST-0240,Whitaker-Diaz,Technology,Mid-Market,APAC,India,2025-05-07,,Professional,Annual,Noah Williams,Low,False,False,
CUST-0241,"Jackson, Flores and Hall",Manufacturing,Enterprise,North America,Canada,2026-02-03,,Enterprise,Annual,Avery Chen,Low,False,False,
CUST-0242,Cervantes LLC,Healthcare,SMB,Europe,Germany,2025-01-07,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0243,Willis-Shaw,Education,Enterprise,North America,United States,2025-04-28,,Enterprise,Monthly,Ethan Kim,Low,False,False,
CUST-0244,"Bishop, Johnson and Hernandez",Technology,SMB,APAC,Japan,2024-06-27,2025-04-14,Professional,Monthly,Ethan Kim,High,False,False,
CUST-0245,Carter-Tyler,Manufacturing,SMB,North America,Canada,2026-02-11,,Professional,Annual,Ethan Kim,Low,False,False,
CUST-0246,"Townsend, Williams and Powers",Education,SMB,North America,United States,2024-03-28,,Starter,Annual,Noah Williams,Low,False,False,2026-03-01
CUST-0247,Hall-Richardson,Technology,Enterprise,North America,Canada,2024-04-03,,Enterprise,Monthly,Ethan Kim,Low,True,True,
CUST-0248,"Bautista, Perez and Dunn",Professional Services,Mid-Market,North America,Canada,2025-04-26,,Starter,Annual,Jordan Lee,Medium,False,False,
CUST-0249,Weber and Sons,Logistics,Mid-Market,Europe,United Kingdom,2024-12-22,,Professional,Annual,Sofia Garcia,Low,False,False,
CUST-0250,Hernandez-Cox,Hospitality,SMB,APAC,Australia,2024-03-09,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0251,"Price, Fry and Martin",Media,Mid-Market,North America,Canada,2024-11-14,,Enterprise,Annual,Sofia Garcia,Low,False,False,
CUST-0252,Mcbride LLC,Hospitality,Mid-Market,LATAM,Brazil,2024-04-19,,Professional,Annual,Maya Patel,Low,False,False,
CUST-0253,Schmidt-Macdonald,Retail,Mid-Market,North America,Canada,2025-05-07,,Starter,Monthly,Jordan Lee,Medium,True,False,2026-03-01
CUST-0254,"Mills, Vargas and Lopez",Financial Services,SMB,Europe,Germany,2025-05-10,,Professional,Annual,Sofia Garcia,Low,False,False,
CUST-0255,"Ferguson, Valentine and Nolan",Hospitality,SMB,North America,United States,2024-10-30,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0256,Brown-Murray,Manufacturing,SMB,North America,Canada,2026-02-15,,Starter,Annual,Sofia Garcia,Low,False,False,
CUST-0257,Romero-Thompson,Education,SMB,Europe,Germany,2025-08-16,,Starter,Annual,Avery Chen,Low,False,False,
CUST-0258,"Fleming, Roberts and Davis",Manufacturing,Mid-Market,North America,United States,2025-10-15,,Professional,Annual,Maya Patel,Medium,False,False,
CUST-0259,Ramos Inc,Hospitality,Enterprise,LATAM,Mexico,2025-04-08,,Enterprise,Annual,Maya Patel,Low,False,False,
CUST-0260,Harris PLC,Hospitality,SMB,APAC,Japan,2025-02-10,2026-05-26,Starter,Annual,Avery Chen,Medium,False,False,2025-09-01
CUST-0261,Palmer-Reyes,Hospitality,Mid-Market,North America,United States,2025-06-15,,Professional,Monthly,Sofia Garcia,Low,True,True,
CUST-0262,Romero Inc,Media,SMB,APAC,Singapore,2025-12-26,,Starter,Monthly,Maya Patel,Medium,False,False,
CUST-0263,Patel-Martinez,Retail,Mid-Market,Europe,Germany,2024-07-16,,Starter,Annual,Jordan Lee,Medium,False,False,
CUST-0264,Arnold Ltd,Education,SMB,Europe,France,2025-07-31,,Professional,Monthly,Avery Chen,Medium,False,False,
CUST-0265,"Vega, Murphy and Levy",Education,Enterprise,Europe,United Kingdom,2025-01-05,,Enterprise,Annual,Sofia Garcia,Low,True,False,
CUST-0266,Rodriguez-Turner,Professional Services,SMB,Europe,France,2024-11-21,,Starter,Monthly,Sofia Garcia,Medium,False,False,2025-12-01
CUST-0267,"Calderon, Schroeder and Cherry",Professional Services,SMB,Europe,France,2024-08-01,,Starter,Annual,Maya Patel,Low,False,False,
CUST-0268,Marshall Inc,Hospitality,SMB,APAC,India,2025-10-08,,Professional,Annual,Avery Chen,Low,False,False,
CUST-0269,Perez Inc,Manufacturing,SMB,Europe,Netherlands,2024-12-26,,Starter,Annual,Jordan Lee,Medium,False,False,
CUST-0270,Barker-Mahoney,Financial Services,Mid-Market,Europe,Netherlands,2024-06-19,,Enterprise,Monthly,Maya Patel,Low,False,False,
CUST-0271,Dixon LLC,Hospitality,SMB,APAC,Australia,2025-09-01,,Starter,Monthly,Ethan Kim,Low,False,False,2026-03-01
CUST-0272,Sanders-Lynch,Healthcare,Mid-Market,North America,United States,2024-08-05,,Professional,Monthly,Jordan Lee,Medium,False,False,
CUST-0273,"Graham, Arnold and Hodges",Retail,Mid-Market,Europe,Netherlands,2025-02-18,,Professional,Monthly,Avery Chen,High,False,False,
CUST-0274,Schmidt Group,Education,SMB,North America,Canada,2024-10-24,,Starter,Annual,Ethan Kim,High,False,False,
CUST-0275,"Thompson, Bishop and Powers",Financial Services,SMB,North America,Canada,2024-04-29,,Starter,Monthly,Avery Chen,Low,False,False,
CUST-0276,Montgomery PLC,Professional Services,SMB,North America,Canada,2025-12-21,,Professional,Annual,Sofia Garcia,High,False,False,
CUST-0277,James-Horne,Education,Enterprise,LATAM,Mexico,2025-08-18,,Enterprise,Annual,Ethan Kim,Medium,False,False,
CUST-0278,Valentine-Branch,Manufacturing,Mid-Market,North America,United States,2025-08-08,,Professional,Monthly,Maya Patel,Low,False,False,
CUST-0279,Wade PLC,Financial Services,Enterprise,North America,Canada,2025-07-15,,Enterprise,Annual,Maya Patel,Medium,False,False,
CUST-0280,"Ross, Warren and Evans",Hospitality,SMB,APAC,Singapore,2024-06-24,,Starter,Annual,Noah Williams,High,True,False,
CUST-0281,"Lopez, Smith and Mason",Hospitality,SMB,LATAM,Brazil,2024-03-17,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0282,Lee-Lee,Logistics,Enterprise,North America,United States,2026-03-09,,Enterprise,Annual,Jordan Lee,Low,False,False,
CUST-0283,"Harris, Booker and Silva",Manufacturing,Mid-Market,North America,United States,2026-03-26,,Professional,Annual,Maya Patel,Medium,False,False,
CUST-0284,Martinez PLC,Retail,SMB,North America,Canada,2024-07-20,2026-03-08,Starter,Annual,Noah Williams,High,False,False,
CUST-0285,"Haley, Rich and Morris",Professional Services,Enterprise,North America,United States,2024-10-30,,Professional,Monthly,Sofia Garcia,Medium,False,False,
CUST-0286,Harrington and Sons,Financial Services,Mid-Market,LATAM,Mexico,2024-10-07,,Professional,Monthly,Jordan Lee,Low,False,False,2026-04-01
CUST-0287,Bass-Ramirez,Professional Services,SMB,APAC,Singapore,2024-11-08,,Professional,Monthly,Sofia Garcia,Low,False,False,
CUST-0288,"Sullivan, Luna and Huffman",Professional Services,Mid-Market,APAC,Australia,2024-03-06,,Professional,Monthly,Sofia Garcia,Low,False,False,2026-03-01
CUST-0289,Diaz Group,Media,SMB,Europe,Germany,2026-01-27,,Starter,Annual,Jordan Lee,Medium,False,False,
CUST-0290,Johnson Ltd,Logistics,Mid-Market,North America,Canada,2026-03-10,,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0291,Flowers Inc,Media,SMB,North America,Canada,2024-08-16,,Starter,Monthly,Sofia Garcia,Medium,False,False,
CUST-0292,"Allen, Watkins and Kirby",Technology,SMB,North America,United States,2025-12-14,,Starter,Monthly,Jordan Lee,Low,False,False,
CUST-0293,Jones PLC,Education,Enterprise,North America,Canada,2025-11-29,,Enterprise,Monthly,Noah Williams,Low,True,True,
CUST-0294,"Parrish, Burnett and Rhodes",Manufacturing,SMB,LATAM,Mexico,2025-03-02,,Starter,Monthly,Avery Chen,Low,False,False,
CUST-0295,Palmer-Morgan,Education,SMB,North America,United States,2025-03-15,,Starter,Annual,Maya Patel,Low,False,False,
CUST-0296,Campbell and Sons,Logistics,Mid-Market,Europe,France,2025-03-07,2026-03-23,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0297,"Rodriguez, Becker and Pena",Professional Services,Enterprise,Europe,United Kingdom,2026-03-20,,Enterprise,Monthly,Noah Williams,Low,False,False,
CUST-0298,Young-Francis,Manufacturing,Mid-Market,Europe,United Kingdom,2024-03-14,2025-05-26,Starter,Monthly,Jordan Lee,Medium,False,False,
CUST-0299,Torres-Santos,Retail,Mid-Market,North America,United States,2025-02-01,,Professional,Monthly,Avery Chen,Low,False,False,
CUST-0300,Snyder-Walker,Healthcare,Mid-Market,North America,United States,2024-07-02,,Professional,Annual,Noah Williams,High,False,False,
CUST-0301,"Olson, Olson and Salinas",Logistics,Mid-Market,Europe,Germany,2024-04-18,,Professional,Annual,Noah Williams,Low,False,False,
CUST-0302,Duncan Inc,Technology,SMB,APAC,Singapore,2024-12-13,,Starter,Monthly,Maya Patel,Low,False,False,
CUST-0303,Shaw-Blake,Logistics,SMB,Europe,Germany,2025-01-09,,Professional,Annual,Ethan Kim,Low,False,False,
CUST-0304,"Williams, Good and Reyes",Professional Services,SMB,North America,Canada,2026-03-29,,Starter,Monthly,Maya Patel,Medium,False,False,
CUST-0305,"Ritter, Pierce and Torres",Education,SMB,Europe,Germany,2024-03-07,2025-11-23,Starter,Annual,Maya Patel,High,True,False,
CUST-0306,"Newman, Flores and Frazier",Technology,SMB,North America,United States,2026-02-26,,Starter,Monthly,Sofia Garcia,Low,False,False,
CUST-0307,"Miranda, Moore and Bates",Media,SMB,LATAM,Brazil,2025-07-28,,Starter,Monthly,Ethan Kim,Low,False,False,
CUST-0308,Page-Green,Manufacturing,Mid-Market,North America,United States,2026-01-08,,Professional,Monthly,Sofia Garcia,Medium,False,False,
CUST-0309,Cruz Group,Hospitality,SMB,North America,Canada,2025-04-12,2025-09-12,Starter,Annual,Avery Chen,Medium,False,False,
CUST-0310,Juarez and Sons,Healthcare,SMB,North America,Canada,2025-04-21,,Starter,Annual,Ethan Kim,Medium,True,False,
CUST-0311,"Guzman, Hoffman and Harris",Media,SMB,North America,United States,2025-03-13,,Starter,Annual,Avery Chen,Medium,False,False,
CUST-0312,"Robertson, Gomez and Bailey",Professional Services,Enterprise,North America,United States,2025-01-27,,Enterprise,Annual,Noah Williams,Medium,False,False,
CUST-0313,"Simpson, Rose and Thompson",Hospitality,SMB,Europe,France,2026-02-14,,Starter,Annual,Maya Patel,High,False,False,
CUST-0314,Howard Inc,Logistics,SMB,North America,Canada,2024-05-06,,Starter,Monthly,Maya Patel,Low,False,False,
CUST-0315,"Williams, Butler and Key",Retail,SMB,Europe,Germany,2024-09-29,,Starter,Monthly,Sofia Garcia,Medium,False,False,
CUST-0316,Banks Inc,Financial Services,Mid-Market,Europe,France,2025-02-02,,Enterprise,Monthly,Jordan Lee,Low,False,False,
CUST-0317,"Gonzalez, Alexander and Dominguez",Hospitality,Mid-Market,North America,United States,2025-12-10,,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0318,Myers and Sons,Manufacturing,SMB,APAC,India,2026-01-20,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0319,"Gallegos, Smith and Williams",Hospitality,SMB,North America,Canada,2024-12-23,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0320,White Inc,Retail,Mid-Market,North America,United States,2024-10-18,,Professional,Annual,Ethan Kim,Medium,False,False,2026-01-01
CUST-0321,Holmes Group,Healthcare,SMB,Europe,Netherlands,2025-04-04,,Starter,Annual,Avery Chen,Low,False,False,
CUST-0322,Lynn-Gardner,Professional Services,Enterprise,North America,United States,2024-09-19,,Enterprise,Annual,Ethan Kim,Low,False,False,
CUST-0323,"Wright, Garner and Jones",Hospitality,Mid-Market,Europe,Netherlands,2026-04-01,,Professional,Annual,Avery Chen,High,False,False,
CUST-0324,Allen-Tran,Hospitality,SMB,North America,Canada,2025-04-09,,Starter,Monthly,Ethan Kim,Medium,False,False,
CUST-0325,Peters-Carter,Retail,SMB,North America,Canada,2026-01-06,,Starter,Annual,Maya Patel,Low,False,False,
CUST-0326,Carter Inc,Financial Services,Enterprise,North America,United States,2026-02-17,,Enterprise,Annual,Jordan Lee,Medium,True,False,
CUST-0327,Zhang PLC,Media,SMB,Europe,France,2025-11-04,,Starter,Monthly,Jordan Lee,Medium,False,False,
CUST-0328,"Williams, Herrera and Harris",Professional Services,Mid-Market,North America,United States,2024-07-24,,Enterprise,Annual,Noah Williams,Low,False,False,
CUST-0329,"Lawson, Miller and Mendoza",Professional Services,SMB,North America,Canada,2024-07-28,,Professional,Annual,Maya Patel,Low,False,False,
CUST-0330,Smith-Ellison,Retail,SMB,North America,Canada,2024-03-27,,Starter,Annual,Maya Patel,Medium,False,False,
CUST-0331,Pearson Ltd,Logistics,Enterprise,North America,United States,2024-05-07,,Enterprise,Annual,Maya Patel,High,True,False,
CUST-0332,"Miller, Deleon and Delgado",Professional Services,Mid-Market,Europe,France,2025-01-30,,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0333,"Trevino, Harrison and Collins",Healthcare,Mid-Market,Europe,France,2024-10-08,,Professional,Monthly,Jordan Lee,Low,True,False,2026-01-01
CUST-0334,Flynn Inc,Media,SMB,North America,United States,2024-03-27,,Starter,Annual,Sofia Garcia,Medium,True,False,
CUST-0335,"Arnold, Morales and Sanchez",Hospitality,Mid-Market,North America,Canada,2024-07-14,,Professional,Annual,Sofia Garcia,Medium,False,False,
CUST-0336,Mahoney and Sons,Logistics,Mid-Market,Europe,Germany,2024-06-20,,Enterprise,Annual,Sofia Garcia,Medium,False,False,
CUST-0337,"Frazier, Duran and Murray",Manufacturing,Enterprise,North America,Canada,2026-03-13,,Enterprise,Annual,Ethan Kim,Low,False,False,
CUST-0338,Gross Group,Logistics,Mid-Market,Europe,Netherlands,2024-11-24,,Professional,Annual,Noah Williams,Low,False,False,
CUST-0339,Stone-Velasquez,Financial Services,SMB,North America,United States,2026-03-14,,Starter,Annual,Maya Patel,Low,False,False,
CUST-0340,Frost Inc,Media,SMB,Europe,Netherlands,2024-05-22,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0341,Carroll-Reid,Professional Services,Enterprise,North America,United States,2024-09-03,,Enterprise,Annual,Avery Chen,Medium,False,False,
CUST-0342,"Garcia, Marshall and Smith",Education,SMB,North America,United States,2025-08-09,,Starter,Annual,Maya Patel,Medium,True,False,
CUST-0343,Martin-Foster,Media,SMB,North America,United States,2024-10-27,2025-12-06,Starter,Monthly,Maya Patel,High,False,False,
CUST-0344,"Scott, Alexander and Williams",Technology,Enterprise,APAC,Japan,2024-04-07,2025-11-30,Enterprise,Monthly,Sofia Garcia,High,True,True,
CUST-0345,"Herring, Carrillo and Horne",Retail,SMB,Europe,Germany,2024-10-21,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0346,"Smith, Elliott and Gomez",Logistics,SMB,North America,Canada,2026-02-10,,Starter,Annual,Avery Chen,Low,False,False,
CUST-0347,Henry LLC,Logistics,SMB,Europe,Netherlands,2026-03-06,,Professional,Annual,Sofia Garcia,Medium,True,True,
CUST-0348,"Heath, Caldwell and Williams",Hospitality,SMB,North America,Canada,2025-04-30,,Starter,Monthly,Ethan Kim,High,False,False,
CUST-0349,Pearson-Owen,Retail,SMB,North America,Canada,2025-04-22,2025-10-03,Starter,Monthly,Sofia Garcia,Medium,False,False,
CUST-0350,"Jackson, Miller and Nguyen",Technology,Mid-Market,APAC,Australia,2025-10-21,,Professional,Annual,Maya Patel,Low,False,False,
CUST-0351,"Anderson, Pena and Downs",Financial Services,Mid-Market,Europe,Germany,2025-10-04,,Professional,Annual,Noah Williams,Low,True,False,
CUST-0352,Wyatt-Atkins,Financial Services,Enterprise,North America,Canada,2025-07-13,,Professional,Annual,Noah Williams,Medium,False,False,
CUST-0353,"Carrillo, Huber and Brown",Financial Services,SMB,Europe,Germany,2026-02-04,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0354,Maddox-Harvey,Professional Services,Mid-Market,Europe,France,2025-09-06,,Professional,Monthly,Noah Williams,High,False,False,
CUST-0355,Sanchez-Bradford,Retail,Mid-Market,Europe,United Kingdom,2025-04-22,,Starter,Monthly,Avery Chen,Low,True,False,
CUST-0356,Boyer-Brown,Professional Services,SMB,North America,Canada,2024-10-12,,Starter,Monthly,Ethan Kim,Low,False,False,
CUST-0357,"Chambers, Sanders and Hopkins",Professional Services,SMB,Europe,Germany,2024-12-04,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0358,"Taylor, Hester and Dennis",Education,Enterprise,Europe,France,2024-03-27,2026-01-25,Enterprise,Annual,Maya Patel,Medium,False,False,
CUST-0359,Reynolds LLC,Financial Services,SMB,APAC,India,2025-10-20,,Professional,Annual,Avery Chen,High,False,False,
CUST-0360,Thompson Group,Media,SMB,APAC,Japan,2025-07-02,,Starter,Monthly,Avery Chen,Low,False,False,
CUST-0361,"Wells, Harris and Campbell",Hospitality,SMB,North America,Canada,2025-10-14,2026-04-09,Professional,Monthly,Sofia Garcia,Medium,False,False,
CUST-0362,Cowan-Bell,Technology,SMB,Europe,France,2025-06-03,,Starter,Annual,Sofia Garcia,Low,False,False,
CUST-0363,"Kim, Gonzalez and Wood",Logistics,Mid-Market,Europe,United Kingdom,2025-02-04,,Professional,Annual,Noah Williams,Low,False,False,
CUST-0364,Ho-Casey,Education,Mid-Market,North America,United States,2024-10-11,,Professional,Annual,Ethan Kim,Medium,False,False,
CUST-0365,"Mcmillan, Kirby and Hansen",Media,SMB,APAC,Singapore,2026-01-30,,Professional,Annual,Avery Chen,Low,False,False,
CUST-0366,Fitzpatrick-Miranda,Technology,SMB,LATAM,Mexico,2025-07-17,,Starter,Monthly,Avery Chen,Low,False,False,
CUST-0367,"Byrd, Jackson and Payne",Hospitality,SMB,North America,Canada,2025-02-17,,Professional,Monthly,Ethan Kim,Medium,False,False,
CUST-0368,Thompson-Melendez,Financial Services,SMB,Europe,Germany,2025-04-13,,Starter,Monthly,Ethan Kim,Low,False,False,
CUST-0369,Bell-Aguilar,Media,Mid-Market,APAC,India,2025-03-21,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0370,Dominguez LLC,Professional Services,SMB,North America,United States,2024-03-08,,Starter,Monthly,Jordan Lee,Low,False,False,
CUST-0371,Stephens-Mcclure,Retail,Enterprise,LATAM,Mexico,2025-08-23,,Enterprise,Annual,Sofia Garcia,Low,False,False,
CUST-0372,"Evans, Montoya and Herrera",Financial Services,SMB,North America,Canada,2024-07-23,,Starter,Annual,Noah Williams,Low,True,False,
CUST-0373,"Gutierrez, Smith and Frank",Education,SMB,APAC,India,2025-12-11,,Starter,Monthly,Maya Patel,Medium,False,False,
CUST-0374,Jones-Castro,Retail,Mid-Market,North America,Canada,2025-09-21,2026-04-09,Starter,Monthly,Ethan Kim,High,True,False,
CUST-0375,"Murray, Lowe and Gonzales",Media,SMB,North America,United States,2024-05-01,,Starter,Annual,Ethan Kim,Low,True,False,
CUST-0376,"Smith, Velasquez and Arnold",Technology,Enterprise,APAC,Australia,2025-03-03,,Enterprise,Monthly,Noah Williams,Low,False,False,
CUST-0377,Peterson Ltd,Professional Services,SMB,APAC,India,2024-12-30,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0378,Shields-Rodriguez,Media,SMB,APAC,India,2025-10-31,,Starter,Annual,Avery Chen,Low,False,False,2026-04-01
CUST-0379,Foster-Andrews,Education,Mid-Market,North America,Canada,2026-02-07,,Professional,Annual,Sofia Garcia,Medium,False,False,
CUST-0380,Martinez-Cox,Financial Services,SMB,APAC,Japan,2025-11-19,,Starter,Annual,Ethan Kim,Medium,False,False,
CUST-0381,"Jacobs, Harris and Howell",Logistics,Mid-Market,LATAM,Mexico,2024-11-06,,Professional,Monthly,Avery Chen,Low,False,False,
CUST-0382,Torres Group,Professional Services,Mid-Market,APAC,Japan,2024-06-04,,Professional,Annual,Sofia Garcia,Low,False,False,
CUST-0383,"Robertson, Beck and Taylor",Manufacturing,SMB,Europe,France,2026-01-25,,Starter,Annual,Noah Williams,Medium,False,False,
CUST-0384,"Mcknight, Wolf and Hood",Retail,SMB,North America,Canada,2024-12-31,,Starter,Annual,Noah Williams,Medium,True,False,2025-12-01
CUST-0385,Reed LLC,Financial Services,Mid-Market,North America,United States,2025-03-11,2025-10-08,Professional,Annual,Jordan Lee,Low,False,False,
CUST-0386,Boyd LLC,Professional Services,SMB,North America,United States,2024-10-28,2026-01-21,Starter,Monthly,Sofia Garcia,Low,False,False,
CUST-0387,"Evans, Jones and Lee",Logistics,SMB,Europe,Germany,2024-04-11,,Professional,Annual,Noah Williams,Low,False,False,2026-03-01
CUST-0388,Wagner PLC,Professional Services,SMB,North America,Canada,2025-01-18,,Starter,Annual,Maya Patel,Low,False,False,
CUST-0389,Brady-Richardson,Financial Services,SMB,North America,United States,2024-04-20,,Starter,Monthly,Ethan Kim,Low,False,False,
CUST-0390,"Russell, Hickman and Smith",Professional Services,Enterprise,Europe,United Kingdom,2024-12-25,,Enterprise,Annual,Sofia Garcia,Low,False,False,
CUST-0391,Harris Ltd,Healthcare,SMB,LATAM,Mexico,2025-10-25,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0392,"Johnson, Becker and Murphy",Logistics,Mid-Market,Europe,Germany,2024-09-13,,Professional,Annual,Noah Williams,Low,True,True,2025-09-01
CUST-0393,Wyatt Ltd,Hospitality,SMB,APAC,India,2024-05-07,,Starter,Annual,Jordan Lee,Low,False,False,2025-08-01
CUST-0394,Campos Group,Media,Mid-Market,Europe,United Kingdom,2024-08-05,2025-10-27,Professional,Annual,Maya Patel,Medium,True,True,
CUST-0395,Perez-Cruz,Professional Services,SMB,North America,Canada,2025-10-26,,Starter,Annual,Maya Patel,Low,False,False,
CUST-0396,Clark-Tucker,Media,Mid-Market,North America,United States,2025-10-22,,Enterprise,Annual,Noah Williams,Low,False,False,
CUST-0397,Robinson Group,Hospitality,SMB,North America,United States,2025-03-24,,Starter,Monthly,Maya Patel,Medium,True,False,2025-10-01
CUST-0398,Grant-Robinson,Manufacturing,Enterprise,Europe,France,2025-11-11,,Enterprise,Annual,Ethan Kim,Low,False,False,
CUST-0399,Flores-Smith,Manufacturing,SMB,Europe,France,2024-07-29,,Starter,Monthly,Avery Chen,Low,False,False,
CUST-0400,"Brown, Lee and Kemp",Retail,SMB,North America,United States,2025-01-31,,Starter,Annual,Sofia Garcia,Medium,False,False,
